subject,task_type,task_ordering,condition,subject_race,subject_age,subject_gender,character,opponent,simChar,simOpp,simDiff,simDiffRace,simDiffAge,simDiffGender,chosen,raceChar,ageChar,genderChar,raceOpp,ageOpp,genderOpp,subject_college,rt,data_index,AfraidChar,AfraidOpp,AfraidDiff,AngryChar,AngryOpp,AngryDiff,AttractiveChar,AttractiveOpp,AttractiveDiff,BabyfacedChar,BabyfacedOpp,BabyfacedDiff,DisgustedChar,DisgustedOpp,DisgustedDiff,DominantChar,DominantOpp,DominantDiff,FeminineChar,FeminineOpp,FeminineDiff,HappyChar,HappyOpp,HappyDiff,MasculineChar,MasculineOpp,MasculineDiff,PrototypicChar,PrototypicOpp,PrototypicDiff,SadChar,SadOpp,SadDiff,SuitabilityChar,SuitabilityOpp,SuitabilityDiff,SurprisedChar,SurprisedOpp,SurprisedDiff,ThreateningChar,ThreateningOpp,ThreateningDiff,TrustworthyChar,TrustworthyOpp,TrustworthyDiff,UnusualChar,UnusualOpp,UnusualDiff,WarmChar,WarmOpp,WarmDiff,CompetentChar,CompetentOpp,CompetentDiff,SocialStatusChar,SocialStatusOpp,SocialStatusDiff
7,choice,0,Threatening,Black,41,woman,687,499,0,2,-2,-1,0,-1,0,south-asian,24,male,black,38,female,yes,5063,0,3.470588235,2.053763441,1.416824794,2.294117647,2.021505376,0.2726122710000003,3.411764706,3.0,0.41176470600000004,2.529411765,2.204301075,0.3251106899999998,2.823529412,1.836956522,0.9865728900000001,,3.038461538,,2.352941176,4.365591398,-2.0126502220000004,2.764705882,3.086956522,-0.32225064000000003,4.117647059,2.182795699,1.9348513600000001,4.033333333,4.19047619,-0.1571428570000002,3.588235294,2.369565217,1.218670077,,4.384615385,,2.529411765,2.086021505,0.4433902599999997,2.294117647,2.086021505,0.20809614200000004,3.882352941,3.706521739,0.17583120200000035,2.764705882,2.150537634,0.6141682479999999,3.764705882,,,3.647058824,,,3.529411765,,
7,choice,0,Threatening,Black,41,woman,609,468,2,3,-1,-1,0,0,1,white,43,female,black,40,female,yes,3233,0,2.0,2.148148148,-0.1481481480000002,2.5,3.037037037,-0.5370370370000002,3.535714286,2.888888889,0.6468253970000002,1.142857143,1.888888889,-0.7460317459999999,2.0,2.555555556,-0.5555555559999998,2.740740741,3.62962963,-0.888888889,5.071428571,3.814814815,1.2566137560000001,1.678571429,2.185185185,-0.5066137559999999,1.464285714,3.037037037,-1.572751323,1.652173913,4.19047619,-2.538302277,2.285714286,2.592592593,-0.30687830699999985,,,,1.428571429,1.888888889,-0.46031745999999996,1.821428571,2.962962963,-1.1415343919999998,3.321428571,3.481481481,-0.16005290999999966,1.964285714,2.692307692,-0.7280219779999999,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,468,609,3,2,1,1,0,0,0,black,40,female,white,43,female,yes,3233,0,2.148148148,2.0,0.1481481480000002,3.037037037,2.5,0.5370370370000002,2.888888889,3.535714286,-0.6468253970000002,1.888888889,1.142857143,0.7460317459999999,2.555555556,2.0,0.5555555559999998,3.62962963,2.740740741,0.888888889,3.814814815,5.071428571,-1.2566137560000001,2.185185185,1.678571429,0.5066137559999999,3.037037037,1.464285714,1.572751323,4.19047619,1.652173913,2.538302277,2.592592593,2.285714286,0.30687830699999985,,,,1.888888889,1.428571429,0.46031745999999996,2.962962963,1.821428571,1.1415343919999998,3.481481481,3.321428571,0.16005290999999966,2.692307692,1.964285714,0.7280219779999999,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,482,5,1,1,0,0,0,0,0,south-asian,33,female,latino,23,female,yes,3776,0,3.162162162,1.777777778,1.384384384,2.891891892,2.037037037,0.8548548549999997,4.243243243,4.461538462,-0.21829521899999982,3.054054054,3.230769231,-0.17671517700000017,2.945945946,1.740740741,1.2052052050000002,,2.259259259,,5.378378378,5.185185185,0.19319319299999993,3.567567568,2.185185185,1.382382383,3.162162162,1.444444444,1.717717718,3.35483871,3.533333333,-0.17849462299999974,3.783783784,2.481481481,1.3023023030000003,,,,2.837837838,1.407407407,1.430430431,2.837837838,1.333333333,1.504504505,4.432432432,3.692307692,0.7401247399999997,3.135135135,1.555555556,1.579579579,4.189189189,,,3.891891892,,,5.027027027,,
7,choice,0,Threatening,Black,41,woman,5,482,1,1,0,0,0,0,1,latino,23,female,south-asian,33,female,yes,3776,0,1.777777778,3.162162162,-1.384384384,2.037037037,2.891891892,-0.8548548549999997,4.461538462,4.243243243,0.21829521899999982,3.230769231,3.054054054,0.17671517700000017,1.740740741,2.945945946,-1.2052052050000002,2.259259259,,,5.185185185,5.378378378,-0.19319319299999993,2.185185185,3.567567568,-1.382382383,1.444444444,3.162162162,-1.717717718,3.533333333,3.35483871,0.17849462299999974,2.481481481,3.783783784,-1.3023023030000003,,,,1.407407407,2.837837838,-1.430430431,1.333333333,2.837837838,-1.504504505,3.692307692,4.432432432,-0.7401247399999997,1.555555556,3.135135135,-1.579579579,,4.189189189,,,3.891891892,,,5.027027027,
7,choice,0,Threatening,Black,41,woman,719,464,0,2,-2,-1,0,-1,0,latino,29,male,black,52,female,yes,8088,0,1.703703704,1.481481481,0.22222222299999994,3.222222222,2.185185185,1.0370370370000002,2.185185185,2.518518519,-0.3333333340000002,1.555555556,1.222222222,0.333333334,2.333333333,1.62962963,0.7037037030000002,4.384615385,3.0,1.384615385,1.444444444,3.814814815,-2.370370371,1.518518519,2.185185185,-0.666666666,5.666666667,2.44,3.2266666670000004,3.222222222,2.5,0.7222222220000001,2.185185185,1.962962963,0.22222222199999986,,,,1.592592593,1.592592593,0.0,3.592592593,1.923076923,1.66951567,2.37037037,3.88,-1.50962963,2.444444444,2.703703704,-0.2592592599999999,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,464,719,2,0,2,1,0,1,1,black,52,female,latino,29,male,yes,8088,0,1.481481481,1.703703704,-0.22222222299999994,2.185185185,3.222222222,-1.0370370370000002,2.518518519,2.185185185,0.3333333340000002,1.222222222,1.555555556,-0.333333334,1.62962963,2.333333333,-0.7037037030000002,3.0,4.384615385,-1.384615385,3.814814815,1.444444444,2.370370371,2.185185185,1.518518519,0.666666666,2.44,5.666666667,-3.2266666670000004,2.5,3.222222222,-0.7222222220000001,1.962962963,2.185185185,-0.22222222199999986,,,,1.592592593,1.592592593,0.0,1.923076923,3.592592593,-1.66951567,3.88,2.37037037,1.50962963,2.703703704,2.444444444,0.2592592599999999,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,482,687,1,0,1,0,0,1,0,south-asian,33,female,south-asian,24,male,yes,4690,0,3.162162162,3.470588235,-0.30842607300000013,2.891891892,2.294117647,0.5977742449999996,4.243243243,3.411764706,0.8314785370000002,3.054054054,2.529411765,0.524642289,2.945945946,2.823529412,0.12241653400000008,,,,5.378378378,2.352941176,3.025437202,3.567567568,2.764705882,0.802861686,3.162162162,4.117647059,-0.9554848970000003,3.35483871,4.033333333,-0.6784946229999997,3.783783784,3.588235294,0.19554849000000019,,,,2.837837838,2.529411765,0.30842607300000013,2.837837838,2.294117647,0.5437201909999998,4.432432432,3.882352941,0.5500794909999995,3.135135135,2.764705882,0.3704292530000002,4.189189189,3.764705882,0.4244833070000005,3.891891892,3.647058824,0.2448330679999997,5.027027027,3.529411765,1.497615262
7,choice,0,Threatening,Black,41,woman,687,482,0,1,-1,0,0,-1,1,south-asian,24,male,south-asian,33,female,yes,4690,0,3.470588235,3.162162162,0.30842607300000013,2.294117647,2.891891892,-0.5977742449999996,3.411764706,4.243243243,-0.8314785370000002,2.529411765,3.054054054,-0.524642289,2.823529412,2.945945946,-0.12241653400000008,,,,2.352941176,5.378378378,-3.025437202,2.764705882,3.567567568,-0.802861686,4.117647059,3.162162162,0.9554848970000003,4.033333333,3.35483871,0.6784946229999997,3.588235294,3.783783784,-0.19554849000000019,,,,2.529411765,2.837837838,-0.30842607300000013,2.294117647,2.837837838,-0.5437201909999998,3.882352941,4.432432432,-0.5500794909999995,2.764705882,3.135135135,-0.3704292530000002,3.764705882,4.189189189,-0.4244833070000005,3.647058824,3.891891892,-0.2448330679999997,3.529411765,5.027027027,-1.497615262
7,choice,0,Threatening,Black,41,woman,719,5,0,1,-1,0,0,-1,1,latino,29,male,latino,23,female,yes,3360,0,1.703703704,1.777777778,-0.07407407399999988,3.222222222,2.037037037,1.185185185,2.185185185,4.461538462,-2.276353277,1.555555556,3.230769231,-1.675213675,2.333333333,1.740740741,0.5925925920000001,4.384615385,2.259259259,2.1253561260000002,1.444444444,5.185185185,-3.7407407409999998,1.518518519,2.185185185,-0.666666666,5.666666667,1.444444444,4.222222223,3.222222222,3.533333333,-0.3111111109999998,2.185185185,2.481481481,-0.29629629599999996,,,,1.592592593,1.407407407,0.185185186,3.592592593,1.333333333,2.2592592600000003,2.37037037,3.692307692,-1.3219373220000001,2.444444444,1.555555556,0.8888888880000001,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,5,719,1,0,1,0,0,1,0,latino,23,female,latino,29,male,yes,3360,0,1.777777778,1.703703704,0.07407407399999988,2.037037037,3.222222222,-1.185185185,4.461538462,2.185185185,2.276353277,3.230769231,1.555555556,1.675213675,1.740740741,2.333333333,-0.5925925920000001,2.259259259,4.384615385,-2.1253561260000002,5.185185185,1.444444444,3.7407407409999998,2.185185185,1.518518519,0.666666666,1.444444444,5.666666667,-4.222222223,3.533333333,3.222222222,0.3111111109999998,2.481481481,2.185185185,0.29629629599999996,,,,1.407407407,1.592592593,-0.185185186,1.333333333,3.592592593,-2.2592592600000003,3.692307692,2.37037037,1.3219373220000001,1.555555556,2.444444444,-0.8888888880000001,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,687,464,0,2,-2,-1,0,-1,0,south-asian,24,male,black,52,female,yes,3069,0,3.470588235,1.481481481,1.989106754,2.294117647,2.185185185,0.10893246200000029,3.411764706,2.518518519,0.8932461869999999,2.529411765,1.222222222,1.3071895429999998,2.823529412,1.62962963,1.1938997820000001,,3.0,,2.352941176,3.814814815,-1.4618736390000002,2.764705882,2.185185185,0.579520697,4.117647059,2.44,1.6776470590000003,4.033333333,2.5,1.5333333329999999,3.588235294,1.962962963,1.625272331,,,,2.529411765,1.592592593,0.9368191719999999,2.294117647,1.923076923,0.3710407240000002,3.882352941,3.88,0.002352941000000275,2.764705882,2.703703704,0.06100217799999985,3.764705882,,,3.647058824,,,3.529411765,,
7,choice,0,Threatening,Black,41,woman,464,687,2,0,2,1,0,1,1,black,52,female,south-asian,24,male,yes,3069,0,1.481481481,3.470588235,-1.989106754,2.185185185,2.294117647,-0.10893246200000029,2.518518519,3.411764706,-0.8932461869999999,1.222222222,2.529411765,-1.3071895429999998,1.62962963,2.823529412,-1.1938997820000001,3.0,,,3.814814815,2.352941176,1.4618736390000002,2.185185185,2.764705882,-0.579520697,2.44,4.117647059,-1.6776470590000003,2.5,4.033333333,-1.5333333329999999,1.962962963,3.588235294,-1.625272331,,,,1.592592593,2.529411765,-0.9368191719999999,1.923076923,2.294117647,-0.3710407240000002,3.88,3.882352941,-0.002352941000000275,2.703703704,2.764705882,-0.06100217799999985,,3.764705882,,,3.647058824,,,3.529411765,
7,choice,0,Threatening,Black,41,woman,719,482,0,1,-1,0,0,-1,1,latino,29,male,south-asian,33,female,yes,4531,0,1.703703704,3.162162162,-1.458458458,3.222222222,2.891891892,0.3303303300000002,2.185185185,4.243243243,-2.0580580580000003,1.555555556,3.054054054,-1.4984984979999998,2.333333333,2.945945946,-0.612612613,4.384615385,,,1.444444444,5.378378378,-3.9339339339999997,1.518518519,3.567567568,-2.0490490489999997,5.666666667,3.162162162,2.5045045050000003,3.222222222,3.35483871,-0.13261648800000003,2.185185185,3.783783784,-1.5985985990000002,,,,1.592592593,2.837837838,-1.245245245,3.592592593,2.837837838,0.754754755,2.37037037,4.432432432,-2.062062062,2.444444444,3.135135135,-0.6906906909999999,,4.189189189,,,3.891891892,,,5.027027027,
7,choice,0,Threatening,Black,41,woman,482,719,1,0,1,0,0,1,0,south-asian,33,female,latino,29,male,yes,4531,0,3.162162162,1.703703704,1.458458458,2.891891892,3.222222222,-0.3303303300000002,4.243243243,2.185185185,2.0580580580000003,3.054054054,1.555555556,1.4984984979999998,2.945945946,2.333333333,0.612612613,,4.384615385,,5.378378378,1.444444444,3.9339339339999997,3.567567568,1.518518519,2.0490490489999997,3.162162162,5.666666667,-2.5045045050000003,3.35483871,3.222222222,0.13261648800000003,3.783783784,2.185185185,1.5985985990000002,,,,2.837837838,1.592592593,1.245245245,2.837837838,3.592592593,-0.754754755,4.432432432,2.37037037,2.062062062,3.135135135,2.444444444,0.6906906909999999,4.189189189,,,3.891891892,,,5.027027027,,
7,choice,0,Threatening,Black,41,woman,5,499,1,2,-1,-1,0,0,0,latino,23,female,black,38,female,yes,7664,0,1.777777778,2.053763441,-0.27598566300000016,2.037037037,2.021505376,0.015531661000000252,4.461538462,3.0,1.461538462,3.230769231,2.204301075,1.026468156,1.740740741,1.836956522,-0.09621578099999994,2.259259259,3.038461538,-0.7792022790000002,5.185185185,4.365591398,0.8195937869999996,2.185185185,3.086956522,-0.901771337,1.444444444,2.182795699,-0.7383512550000002,3.533333333,4.19047619,-0.6571428570000002,2.481481481,2.369565217,0.11191626399999999,,4.384615385,,1.407407407,2.086021505,-0.6786140980000002,1.333333333,2.086021505,-0.7526881720000003,3.692307692,3.706521739,-0.014214046999999841,1.555555556,2.150537634,-0.5949820779999999,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,499,5,2,1,1,1,0,0,1,black,38,female,latino,23,female,yes,7664,0,2.053763441,1.777777778,0.27598566300000016,2.021505376,2.037037037,-0.015531661000000252,3.0,4.461538462,-1.461538462,2.204301075,3.230769231,-1.026468156,1.836956522,1.740740741,0.09621578099999994,3.038461538,2.259259259,0.7792022790000002,4.365591398,5.185185185,-0.8195937869999996,3.086956522,2.185185185,0.901771337,2.182795699,1.444444444,0.7383512550000002,4.19047619,3.533333333,0.6571428570000002,2.369565217,2.481481481,-0.11191626399999999,4.384615385,,,2.086021505,1.407407407,0.6786140980000002,2.086021505,1.333333333,0.7526881720000003,3.706521739,3.692307692,0.014214046999999841,2.150537634,1.555555556,0.5949820779999999,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,464,609,2,2,0,1,-1,0,0,black,52,female,white,43,female,yes,3457,0,1.481481481,2.0,-0.5185185189999999,2.185185185,2.5,-0.3148148150000001,2.518518519,3.535714286,-1.017195767,1.222222222,1.142857143,0.079365079,1.62962963,2.0,-0.37037037000000006,3.0,2.740740741,0.2592592589999998,3.814814815,5.071428571,-1.2566137560000001,2.185185185,1.678571429,0.5066137559999999,2.44,1.464285714,0.9757142859999999,2.5,1.652173913,0.8478260870000001,1.962962963,2.285714286,-0.3227513230000001,,,,1.592592593,1.428571429,0.164021164,1.923076923,1.821428571,0.101648352,3.88,3.321428571,0.5585714289999997,2.703703704,1.964285714,0.73941799,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,609,464,2,2,0,-1,1,0,1,white,43,female,black,52,female,yes,3457,0,2.0,1.481481481,0.5185185189999999,2.5,2.185185185,0.3148148150000001,3.535714286,2.518518519,1.017195767,1.142857143,1.222222222,-0.079365079,2.0,1.62962963,0.37037037000000006,2.740740741,3.0,-0.2592592589999998,5.071428571,3.814814815,1.2566137560000001,1.678571429,2.185185185,-0.5066137559999999,1.464285714,2.44,-0.9757142859999999,1.652173913,2.5,-0.8478260870000001,2.285714286,1.962962963,0.3227513230000001,,,,1.428571429,1.592592593,-0.164021164,1.821428571,1.923076923,-0.101648352,3.321428571,3.88,-0.5585714289999997,1.964285714,2.703703704,-0.73941799,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,5,687,1,0,1,0,0,1,0,latino,23,female,south-asian,24,male,yes,2449,0,1.777777778,3.470588235,-1.6928104570000002,2.037037037,2.294117647,-0.25708061000000004,4.461538462,3.411764706,1.049773756,3.230769231,2.529411765,0.7013574660000002,1.740740741,2.823529412,-1.082788671,2.259259259,,,5.185185185,2.352941176,2.832244009,2.185185185,2.764705882,-0.579520697,1.444444444,4.117647059,-2.673202615,3.533333333,4.033333333,-0.5,2.481481481,3.588235294,-1.106753813,,,,1.407407407,2.529411765,-1.1220043579999999,1.333333333,2.294117647,-0.9607843140000003,3.692307692,3.882352941,-0.1900452490000002,1.555555556,2.764705882,-1.2091503259999998,,3.764705882,,,3.647058824,,,3.529411765,
7,choice,0,Threatening,Black,41,woman,687,5,0,1,-1,0,0,-1,1,south-asian,24,male,latino,23,female,yes,2449,0,3.470588235,1.777777778,1.6928104570000002,2.294117647,2.037037037,0.25708061000000004,3.411764706,4.461538462,-1.049773756,2.529411765,3.230769231,-0.7013574660000002,2.823529412,1.740740741,1.082788671,,2.259259259,,2.352941176,5.185185185,-2.832244009,2.764705882,2.185185185,0.579520697,4.117647059,1.444444444,2.673202615,4.033333333,3.533333333,0.5,3.588235294,2.481481481,1.106753813,,,,2.529411765,1.407407407,1.1220043579999999,2.294117647,1.333333333,0.9607843140000003,3.882352941,3.692307692,0.1900452490000002,2.764705882,1.555555556,1.2091503259999998,3.764705882,,,3.647058824,,,3.529411765,,
7,choice,0,Threatening,Black,41,woman,499,609,2,2,0,1,-1,0,0,black,38,female,white,43,female,yes,2838,0,2.053763441,2.0,0.05376344100000008,2.021505376,2.5,-0.4784946240000001,3.0,3.535714286,-0.5357142860000002,2.204301075,1.142857143,1.061443932,1.836956522,2.0,-0.16304347800000007,3.038461538,2.740740741,0.29772079699999976,4.365591398,5.071428571,-0.7058371729999999,3.086956522,1.678571429,1.408385093,2.182795699,1.464285714,0.7185099850000001,4.19047619,1.652173913,2.538302277,2.369565217,2.285714286,0.08385093099999974,4.384615385,,,2.086021505,1.428571429,0.6574500760000002,2.086021505,1.821428571,0.26459293400000017,3.706521739,3.321428571,0.3850931679999996,2.150537634,1.964285714,0.1862519199999999,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,609,499,2,2,0,-1,1,0,1,white,43,female,black,38,female,yes,2838,0,2.0,2.053763441,-0.05376344100000008,2.5,2.021505376,0.4784946240000001,3.535714286,3.0,0.5357142860000002,1.142857143,2.204301075,-1.061443932,2.0,1.836956522,0.16304347800000007,2.740740741,3.038461538,-0.29772079699999976,5.071428571,4.365591398,0.7058371729999999,1.678571429,3.086956522,-1.408385093,1.464285714,2.182795699,-0.7185099850000001,1.652173913,4.19047619,-2.538302277,2.285714286,2.369565217,-0.08385093099999974,,4.384615385,,1.428571429,2.086021505,-0.6574500760000002,1.821428571,2.086021505,-0.26459293400000017,3.321428571,3.706521739,-0.3850931679999996,1.964285714,2.150537634,-0.1862519199999999,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,464,5,2,1,1,1,0,0,1,black,52,female,latino,23,female,yes,2072,0,1.481481481,1.777777778,-0.2962962969999998,2.185185185,2.037037037,0.14814814799999976,2.518518519,4.461538462,-1.943019943,1.222222222,3.230769231,-2.008547009,1.62962963,1.740740741,-0.11111111100000004,3.0,2.259259259,0.7407407410000002,3.814814815,5.185185185,-1.3703703699999998,2.185185185,2.185185185,0.0,2.44,1.444444444,0.995555556,2.5,3.533333333,-1.0333333329999999,1.962962963,2.481481481,-0.5185185179999998,,,,1.592592593,1.407407407,0.185185186,1.923076923,1.333333333,0.5897435900000001,3.88,3.692307692,0.18769230799999992,2.703703704,1.555555556,1.148148148,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,5,464,1,2,-1,-1,0,0,0,latino,23,female,black,52,female,yes,2072,0,1.777777778,1.481481481,0.2962962969999998,2.037037037,2.185185185,-0.14814814799999976,4.461538462,2.518518519,1.943019943,3.230769231,1.222222222,2.008547009,1.740740741,1.62962963,0.11111111100000004,2.259259259,3.0,-0.7407407410000002,5.185185185,3.814814815,1.3703703699999998,2.185185185,2.185185185,0.0,1.444444444,2.44,-0.995555556,3.533333333,2.5,1.0333333329999999,2.481481481,1.962962963,0.5185185179999998,,,,1.407407407,1.592592593,-0.185185186,1.333333333,1.923076923,-0.5897435900000001,3.692307692,3.88,-0.18769230799999992,1.555555556,2.703703704,-1.148148148,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,482,609,1,2,-1,0,-1,0,0,south-asian,33,female,white,43,female,yes,5417,0,3.162162162,2.0,1.162162162,2.891891892,2.5,0.39189189199999985,4.243243243,3.535714286,0.7075289570000001,3.054054054,1.142857143,1.9111969109999998,2.945945946,2.0,0.9459459460000001,,2.740740741,,5.378378378,5.071428571,0.30694980699999963,3.567567568,1.678571429,1.8889961389999999,3.162162162,1.464285714,1.697876448,3.35483871,1.652173913,1.7026647970000002,3.783783784,2.285714286,1.498069498,,,,2.837837838,1.428571429,1.409266409,2.837837838,1.821428571,1.016409267,4.432432432,3.321428571,1.1110038609999995,3.135135135,1.964285714,1.170849421,4.189189189,,,3.891891892,,,5.027027027,,
7,choice,0,Threatening,Black,41,woman,609,482,2,1,1,0,1,0,1,white,43,female,south-asian,33,female,yes,5417,0,2.0,3.162162162,-1.162162162,2.5,2.891891892,-0.39189189199999985,3.535714286,4.243243243,-0.7075289570000001,1.142857143,3.054054054,-1.9111969109999998,2.0,2.945945946,-0.9459459460000001,2.740740741,,,5.071428571,5.378378378,-0.30694980699999963,1.678571429,3.567567568,-1.8889961389999999,1.464285714,3.162162162,-1.697876448,1.652173913,3.35483871,-1.7026647970000002,2.285714286,3.783783784,-1.498069498,,,,1.428571429,2.837837838,-1.409266409,1.821428571,2.837837838,-1.016409267,3.321428571,4.432432432,-1.1110038609999995,1.964285714,3.135135135,-1.170849421,,4.189189189,,,3.891891892,,,5.027027027,
7,choice,0,Threatening,Black,41,woman,687,719,0,0,0,0,0,0,0,south-asian,24,male,latino,29,male,yes,4672,0,3.470588235,1.703703704,1.766884531,2.294117647,3.222222222,-0.9281045749999999,3.411764706,2.185185185,1.2265795210000001,2.529411765,1.555555556,0.9738562089999998,2.823529412,2.333333333,0.49019607899999995,,4.384615385,,2.352941176,1.444444444,0.9084967319999999,2.764705882,1.518518519,1.246187363,4.117647059,5.666666667,-1.549019608,4.033333333,3.222222222,0.8111111109999998,3.588235294,2.185185185,1.403050109,,,,2.529411765,1.592592593,0.9368191719999999,2.294117647,3.592592593,-1.2984749459999998,3.882352941,2.37037037,1.5119825710000003,2.764705882,2.444444444,0.32026143799999973,3.764705882,,,3.647058824,,,3.529411765,,
7,choice,0,Threatening,Black,41,woman,719,687,0,0,0,0,0,0,1,latino,29,male,south-asian,24,male,yes,4672,0,1.703703704,3.470588235,-1.766884531,3.222222222,2.294117647,0.9281045749999999,2.185185185,3.411764706,-1.2265795210000001,1.555555556,2.529411765,-0.9738562089999998,2.333333333,2.823529412,-0.49019607899999995,4.384615385,,,1.444444444,2.352941176,-0.9084967319999999,1.518518519,2.764705882,-1.246187363,5.666666667,4.117647059,1.549019608,3.222222222,4.033333333,-0.8111111109999998,2.185185185,3.588235294,-1.403050109,,,,1.592592593,2.529411765,-0.9368191719999999,3.592592593,2.294117647,1.2984749459999998,2.37037037,3.882352941,-1.5119825710000003,2.444444444,2.764705882,-0.32026143799999973,,3.764705882,,,3.647058824,,,3.529411765,
7,choice,0,Threatening,Black,41,woman,464,482,2,1,1,1,0,0,1,black,52,female,south-asian,33,female,yes,3644,0,1.481481481,3.162162162,-1.680680681,2.185185185,2.891891892,-0.7067067069999999,2.518518519,4.243243243,-1.724724724,1.222222222,3.054054054,-1.8318318319999998,1.62962963,2.945945946,-1.3163163160000002,3.0,,,3.814814815,5.378378378,-1.5635635629999998,2.185185185,3.567567568,-1.382382383,2.44,3.162162162,-0.722162162,2.5,3.35483871,-0.8548387100000001,1.962962963,3.783783784,-1.820820821,,,,1.592592593,2.837837838,-1.245245245,1.923076923,2.837837838,-0.914760915,3.88,4.432432432,-0.5524324319999998,2.703703704,3.135135135,-0.43143143100000003,,4.189189189,,,3.891891892,,,5.027027027,
7,choice,0,Threatening,Black,41,woman,482,464,1,2,-1,-1,0,0,0,south-asian,33,female,black,52,female,yes,3644,0,3.162162162,1.481481481,1.680680681,2.891891892,2.185185185,0.7067067069999999,4.243243243,2.518518519,1.724724724,3.054054054,1.222222222,1.8318318319999998,2.945945946,1.62962963,1.3163163160000002,,3.0,,5.378378378,3.814814815,1.5635635629999998,3.567567568,2.185185185,1.382382383,3.162162162,2.44,0.722162162,3.35483871,2.5,0.8548387100000001,3.783783784,1.962962963,1.820820821,,,,2.837837838,1.592592593,1.245245245,2.837837838,1.923076923,0.914760915,4.432432432,3.88,0.5524324319999998,3.135135135,2.703703704,0.43143143100000003,4.189189189,,,3.891891892,,,5.027027027,,
7,choice,0,Threatening,Black,41,woman,719,609,0,2,-2,0,-1,-1,0,latino,29,male,white,43,female,yes,2860,0,1.703703704,2.0,-0.29629629599999996,3.222222222,2.5,0.7222222220000001,2.185185185,3.535714286,-1.3505291010000002,1.555555556,1.142857143,0.412698413,2.333333333,2.0,0.3333333330000001,4.384615385,2.740740741,1.6438746439999998,1.444444444,5.071428571,-3.626984127,1.518518519,1.678571429,-0.1600529100000001,5.666666667,1.464285714,4.2023809530000005,3.222222222,1.652173913,1.5700483090000001,2.185185185,2.285714286,-0.10052910100000023,,,,1.592592593,1.428571429,0.164021164,3.592592593,1.821428571,1.771164022,2.37037037,3.321428571,-0.9510582010000004,2.444444444,1.964285714,0.4801587300000001,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,609,719,2,0,2,0,1,1,1,white,43,female,latino,29,male,yes,2860,0,2.0,1.703703704,0.29629629599999996,2.5,3.222222222,-0.7222222220000001,3.535714286,2.185185185,1.3505291010000002,1.142857143,1.555555556,-0.412698413,2.0,2.333333333,-0.3333333330000001,2.740740741,4.384615385,-1.6438746439999998,5.071428571,1.444444444,3.626984127,1.678571429,1.518518519,0.1600529100000001,1.464285714,5.666666667,-4.2023809530000005,1.652173913,3.222222222,-1.5700483090000001,2.285714286,2.185185185,0.10052910100000023,,,,1.428571429,1.592592593,-0.164021164,1.821428571,3.592592593,-1.771164022,3.321428571,2.37037037,0.9510582010000004,1.964285714,2.444444444,-0.4801587300000001,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,468,499,3,2,1,0,1,0,1,black,40,female,black,38,female,yes,2691,0,2.148148148,2.053763441,0.09438470700000012,3.037037037,2.021505376,1.0155316610000003,2.888888889,3.0,-0.11111111100000004,1.888888889,2.204301075,-0.3154121860000001,2.555555556,1.836956522,0.7185990339999999,3.62962963,3.038461538,0.5911680920000002,3.814814815,4.365591398,-0.5507765830000002,2.185185185,3.086956522,-0.901771337,3.037037037,2.182795699,0.854241338,4.19047619,4.19047619,0.0,2.592592593,2.369565217,0.2230273760000001,,4.384615385,,1.888888889,2.086021505,-0.1971326160000002,2.962962963,2.086021505,0.8769414579999997,3.481481481,3.706521739,-0.22504025799999994,2.692307692,2.150537634,0.541770058,,,,,,,,,
7,choice,0,Threatening,Black,41,woman,499,468,2,3,-1,0,-1,0,0,black,38,female,black,40,female,yes,2691,0,2.053763441,2.148148148,-0.09438470700000012,2.021505376,3.037037037,-1.0155316610000003,3.0,2.888888889,0.11111111100000004,2.204301075,1.888888889,0.3154121860000001,1.836956522,2.555555556,-0.7185990339999999,3.038461538,3.62962963,-0.5911680920000002,4.365591398,3.814814815,0.5507765830000002,3.086956522,2.185185185,0.901771337,2.182795699,3.037037037,-0.854241338,4.19047619,4.19047619,0.0,2.369565217,2.592592593,-0.2230273760000001,4.384615385,,,2.086021505,1.888888889,0.1971326160000002,2.086021505,2.962962963,-0.8769414579999997,3.706521739,3.481481481,0.22504025799999994,2.150537634,2.692307692,-0.541770058,,,,,,,,,
