"subject","task_type","task_ordering","condition","subject_race","subject_age","subject_gender","character_id","opponent","simChar","simOpp","simDiff","simDiffRace","simDiffAge","simDiffGender","chosen","raceChar","ageChar","genderChar","raceOpp","ageOpp","genderOpp","subject_college","subject_ability","subject_awareness","rt","data_index"
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","238",716,2,2,0,1,-1,0,0,"east-asian",41,"male","latino",25,"male","yes","[8]","yes",1336,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","716",238,2,2,0,-1,1,0,1,"latino",25,"male","east-asian",41,"male","yes","[8]","yes",1336,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","223",482,1,0,1,0,0,1,1,"latino",23,"male","south-asian",33,"female","yes","[8]","yes",756,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","482",223,0,1,-1,0,0,-1,0,"south-asian",33,"female","latino",23,"male","yes","[8]","yes",756,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","716",630,2,1,1,0,1,0,1,"latino",25,"male","black",39,"male","yes","[8]","yes",834,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","630",716,1,2,-1,0,-1,0,1,"black",39,"male","latino",25,"male","yes","[8]","yes",834,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","238",223,2,1,1,1,0,0,1,"east-asian",41,"male","latino",23,"male","yes","[8]","yes",678,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","223",238,1,2,-1,-1,0,0,0,"latino",23,"male","east-asian",41,"male","yes","[8]","yes",678,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","650",646,3,3,0,0,0,0,1,"east-asian",29,"male","east-asian",29,"male","yes","[8]","yes",2245,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","646",650,3,3,0,0,0,0,1,"east-asian",29,"male","east-asian",29,"male","yes","[8]","yes",2245,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","223",630,1,1,0,0,0,0,1,"latino",23,"male","black",39,"male","yes","[8]","yes",754,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","630",223,1,1,0,0,0,0,1,"black",39,"male","latino",23,"male","yes","[8]","yes",754,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","238",646,2,3,-1,0,-1,0,0,"east-asian",41,"male","east-asian",29,"male","yes","[8]","yes",702,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","646",238,3,2,1,0,1,0,1,"east-asian",29,"male","east-asian",41,"male","yes","[8]","yes",702,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","223",492,1,0,1,0,0,1,1,"latino",23,"male","latino",32,"female","yes","[8]","yes",1280,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","492",223,0,1,-1,0,0,-1,1,"latino",32,"female","latino",23,"male","yes","[8]","yes",1280,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","238",650,2,3,-1,0,-1,0,1,"east-asian",41,"male","east-asian",29,"male","yes","[8]","yes",676,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","650",238,3,2,1,0,1,0,1,"east-asian",29,"male","east-asian",41,"male","yes","[8]","yes",676,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","482",646,0,3,-3,-1,-1,-1,0,"south-asian",33,"female","east-asian",29,"male","yes","[8]","yes",574,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","646",482,3,0,3,1,1,1,1,"east-asian",29,"male","south-asian",33,"female","yes","[8]","yes",574,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","238",630,2,1,1,1,0,0,1,"east-asian",41,"male","black",39,"male","yes","[8]","yes",948,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","630",238,1,2,-1,-1,0,0,1,"black",39,"male","east-asian",41,"male","yes","[8]","yes",948,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","223",650,1,3,-2,-1,-1,0,0,"latino",23,"male","east-asian",29,"male","yes","[8]","yes",728,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","650",223,3,1,2,1,1,0,0,"east-asian",29,"male","latino",23,"male","yes","[8]","yes",728,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","238",492,2,0,2,1,0,1,1,"east-asian",41,"male","latino",32,"female","yes","[8]","yes",538,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","492",238,0,2,-2,-1,0,-1,0,"latino",32,"female","east-asian",41,"male","yes","[8]","yes",538,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","630",482,1,0,1,0,0,1,0,"black",39,"male","south-asian",33,"female","yes","[8]","yes",684,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","482",630,0,1,-1,0,0,-1,0,"south-asian",33,"female","black",39,"male","yes","[8]","yes",684,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","650",716,3,2,1,1,0,0,1,"east-asian",29,"male","latino",25,"male","yes","[8]","yes",568,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","716",650,2,3,-1,-1,0,0,0,"latino",25,"male","east-asian",29,"male","yes","[8]","yes",568,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","630",646,1,3,-2,-1,-1,0,0,"black",39,"male","east-asian",29,"male","yes","[8]","yes",1056,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","646",630,3,1,2,1,1,0,1,"east-asian",29,"male","black",39,"male","yes","[8]","yes",1056,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","716",223,2,1,1,0,1,0,1,"latino",25,"male","latino",23,"male","yes","[8]","yes",900,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","223",716,1,2,-1,0,-1,0,0,"latino",23,"male","latino",25,"male","yes","[8]","yes",900,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","492",650,0,3,-3,-1,-1,-1,0,"latino",32,"female","east-asian",29,"male","yes","[8]","yes",683,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","650",492,3,0,3,1,1,1,1,"east-asian",29,"male","latino",32,"female","yes","[8]","yes",683,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","716",482,2,0,2,0,1,1,1,"latino",25,"male","south-asian",33,"female","yes","[8]","yes",838,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","482",716,0,2,-2,0,-1,-1,0,"south-asian",33,"female","latino",25,"male","yes","[8]","yes",838,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","630",650,1,3,-2,-1,-1,0,0,"black",39,"male","east-asian",29,"male","yes","[8]","yes",634,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","650",630,3,1,2,1,1,0,1,"east-asian",29,"male","black",39,"male","yes","[8]","yes",634,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","492",716,0,2,-2,0,-1,-1,0,"latino",32,"female","latino",25,"male","yes","[8]","yes",678,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","716",492,2,0,2,0,1,1,0,"latino",25,"male","latino",32,"female","yes","[8]","yes",678,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","646",716,3,2,1,1,0,0,1,"east-asian",29,"male","latino",25,"male","yes","[8]","yes",688,0
"31","choice",1,"Competitive","East/Southeast Asian",29,"man","716",646,2,3,-1,-1,0,0,1,"latino",25,"male","east-asian",29,"male","yes","[8]","yes",688,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","356",583,1,0,1,0,0,1,1,"south-asian",48,"male","south-asian",27,"female","yes","[10]","yes",23965,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","583",356,0,1,-1,0,0,-1,0,"south-asian",27,"female","south-asian",48,"male","yes","[10]","yes",23965,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","611",237,0,2,-2,-1,0,-1,1,"white",50,"female","east-asian",47,"male","yes","[10]","yes",23463,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","237",611,2,0,2,1,0,1,0,"east-asian",47,"male","white",50,"female","yes","[10]","yes",23463,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","265",236,0,3,-3,-1,-1,-1,0,"black",30,"female","east-asian",43,"male","yes","[10]","yes",6925,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","236",265,3,0,3,1,1,1,1,"east-asian",43,"male","black",30,"female","yes","[10]","yes",6925,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","356",86,1,1,0,0,0,0,0,"south-asian",48,"male","white",23,"male","yes","[10]","yes",5899,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","86",356,1,1,0,0,0,0,0,"white",23,"male","south-asian",48,"male","yes","[10]","yes",5899,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","611",693,0,2,-2,0,-1,-1,0,"white",50,"female","latino",44,"male","yes","[10]","yes",4297,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","693",611,2,0,2,0,1,1,0,"latino",44,"male","white",50,"female","yes","[10]","yes",4297,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","86",265,1,0,1,0,0,1,1,"white",23,"male","black",30,"female","yes","[10]","yes",4452,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","265",86,0,1,-1,0,0,-1,1,"black",30,"female","white",23,"male","yes","[10]","yes",4452,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","236",237,3,2,1,0,1,0,1,"east-asian",43,"male","east-asian",47,"male","yes","[10]","yes",6142,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","237",236,2,3,-1,0,-1,0,1,"east-asian",47,"male","east-asian",43,"male","yes","[10]","yes",6142,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","86",583,1,0,1,0,0,1,1,"white",23,"male","south-asian",27,"female","yes","[10]","yes",1696,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","583",86,0,1,-1,0,0,-1,1,"south-asian",27,"female","white",23,"male","yes","[10]","yes",1696,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","237",356,2,1,1,1,0,0,1,"east-asian",47,"male","south-asian",48,"male","yes","[10]","yes",2761,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","356",237,1,2,-1,-1,0,0,1,"south-asian",48,"male","east-asian",47,"male","yes","[10]","yes",2761,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","693",86,2,1,1,0,1,0,1,"latino",44,"male","white",23,"male","yes","[10]","yes",3142,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","86",693,1,2,-1,0,-1,0,0,"white",23,"male","latino",44,"male","yes","[10]","yes",3142,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","237",583,2,0,2,1,0,1,1,"east-asian",47,"male","south-asian",27,"female","yes","[10]","yes",6775,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","583",237,0,2,-2,-1,0,-1,0,"south-asian",27,"female","east-asian",47,"male","yes","[10]","yes",6775,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","693",236,2,3,-1,-1,0,0,0,"latino",44,"male","east-asian",43,"male","yes","[10]","yes",6659,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","236",693,3,2,1,1,0,0,1,"east-asian",43,"male","latino",44,"male","yes","[10]","yes",6659,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","611",583,0,0,0,0,0,0,0,"white",50,"female","south-asian",27,"female","yes","[10]","yes",3413,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","583",611,0,0,0,0,0,0,1,"south-asian",27,"female","white",50,"female","yes","[10]","yes",3413,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","236",356,3,1,2,1,1,0,1,"east-asian",43,"male","south-asian",48,"male","yes","[10]","yes",2045,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","356",236,1,3,-2,-1,-1,0,1,"south-asian",48,"male","east-asian",43,"male","yes","[10]","yes",2045,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","611",265,0,0,0,0,0,0,1,"white",50,"female","black",30,"female","yes","[10]","yes",1729,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","265",611,0,0,0,0,0,0,1,"black",30,"female","white",50,"female","yes","[10]","yes",1729,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","236",583,3,0,3,1,1,1,0,"east-asian",43,"male","south-asian",27,"female","yes","[10]","yes",5889,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","583",236,0,3,-3,-1,-1,-1,0,"south-asian",27,"female","east-asian",43,"male","yes","[10]","yes",5889,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","356",265,1,0,1,0,0,1,1,"south-asian",48,"male","black",30,"female","yes","[10]","yes",1832,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","265",356,0,1,-1,0,0,-1,1,"black",30,"female","south-asian",48,"male","yes","[10]","yes",1832,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","86",237,1,2,-1,-1,0,0,1,"white",23,"male","east-asian",47,"male","yes","[10]","yes",2464,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","237",86,2,1,1,1,0,0,0,"east-asian",47,"male","white",23,"male","yes","[10]","yes",2464,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","693",356,2,1,1,0,1,0,0,"latino",44,"male","south-asian",48,"male","yes","[10]","yes",3880,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","356",693,1,2,-1,0,-1,0,0,"south-asian",48,"male","latino",44,"male","yes","[10]","yes",3880,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","583",265,0,0,0,0,0,0,0,"south-asian",27,"female","black",30,"female","yes","[10]","yes",8441,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","265",583,0,0,0,0,0,0,1,"black",30,"female","south-asian",27,"female","yes","[10]","yes",8441,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","611",356,0,1,-1,0,0,-1,1,"white",50,"female","south-asian",48,"male","yes","[10]","yes",2060,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","356",611,1,0,1,0,0,1,1,"south-asian",48,"male","white",50,"female","yes","[10]","yes",2060,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","237",265,2,0,2,1,0,1,1,"east-asian",47,"male","black",30,"female","yes","[10]","yes",1250,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","265",237,0,2,-2,-1,0,-1,0,"black",30,"female","east-asian",47,"male","yes","[10]","yes",1250,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","693",583,2,0,2,0,1,1,0,"latino",44,"male","south-asian",27,"female","yes","[10]","yes",1615,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","583",693,0,2,-2,0,-1,-1,1,"south-asian",27,"female","latino",44,"male","yes","[10]","yes",1615,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","611",236,0,3,-3,-1,-1,-1,0,"white",50,"female","east-asian",43,"male","yes","[10]","yes",3261,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","236",611,3,0,3,1,1,1,1,"east-asian",43,"male","white",50,"female","yes","[10]","yes",3261,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","237",693,2,2,0,1,-1,0,1,"east-asian",47,"male","latino",44,"male","yes","[10]","yes",2358,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","693",237,2,2,0,-1,1,0,0,"latino",44,"male","east-asian",47,"male","yes","[10]","yes",2358,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","611",86,0,1,-1,0,0,-1,0,"white",50,"female","white",23,"male","yes","[10]","yes",2442,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","86",611,1,0,1,0,0,1,1,"white",23,"male","white",50,"female","yes","[10]","yes",2442,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","265",693,0,2,-2,0,-1,-1,0,"black",30,"female","latino",44,"male","yes","[10]","yes",1961,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","693",265,2,0,2,0,1,1,1,"latino",44,"male","black",30,"female","yes","[10]","yes",1961,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","86",236,1,3,-2,-1,-1,0,0,"white",23,"male","east-asian",43,"male","yes","[10]","yes",1371,0
"32","choice",0,"Competitive","East/Southeast Asian",44,"man","236",86,3,1,2,1,1,0,1,"east-asian",43,"male","white",23,"male","yes","[10]","yes",1371,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","692",224,2,3,-1,0,-1,0,1,"latino",44,"male","latino",23,"male","yes","[5]","yes",4522,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","224",692,3,2,1,0,1,0,0,"latino",23,"male","latino",44,"male","yes","[5]","yes",4522,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","220",614,3,0,3,1,1,1,1,"latino",23,"male","white",42,"female","yes","[5]","yes",3601,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","614",220,0,3,-3,-1,-1,-1,0,"white",42,"female","latino",23,"male","yes","[5]","yes",3601,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","123",470,2,0,2,0,1,1,1,"black",23,"male","black",42,"female","yes","[5]","yes",2782,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","470",123,0,2,-2,0,-1,-1,0,"black",42,"female","black",23,"male","yes","[5]","yes",2782,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","692",614,2,0,2,1,0,1,1,"latino",44,"male","white",42,"female","yes","[5]","yes",5541,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","614",692,0,2,-2,-1,0,-1,0,"white",42,"female","latino",44,"male","yes","[5]","yes",5541,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","220",123,3,2,1,1,0,0,0,"latino",23,"male","black",23,"male","yes","[5]","yes",1859,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","123",220,2,3,-1,-1,0,0,1,"black",23,"male","latino",23,"male","yes","[5]","yes",1859,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","137",224,1,3,-2,-1,0,-1,0,"white",21,"female","latino",23,"male","yes","[5]","yes",1784,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","224",137,3,1,2,1,0,1,1,"latino",23,"male","white",21,"female","yes","[5]","yes",1784,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","24",123,2,2,0,1,0,-1,1,"latino",24,"female","black",23,"male","yes","[5]","yes",3461,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","123",24,2,2,0,-1,0,1,1,"black",23,"male","latino",24,"female","yes","[5]","yes",3461,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","137",220,1,3,-2,-1,0,-1,0,"white",21,"female","latino",23,"male","yes","[5]","yes",2910,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","220",137,3,1,2,1,0,1,1,"latino",23,"male","white",21,"female","yes","[5]","yes",2910,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","224",470,3,0,3,1,1,1,1,"latino",23,"male","black",42,"female","yes","[5]","yes",2719,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","470",224,0,3,-3,-1,-1,-1,0,"black",42,"female","latino",23,"male","yes","[5]","yes",2719,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","137",123,1,2,-1,0,0,-1,0,"white",21,"female","black",23,"male","yes","[5]","yes",12374,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","123",137,2,1,1,0,0,1,1,"black",23,"male","white",21,"female","yes","[5]","yes",12374,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","470",220,0,3,-3,-1,-1,-1,0,"black",42,"female","latino",23,"male","yes","[5]","yes",1446,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","220",470,3,0,3,1,1,1,1,"latino",23,"male","black",42,"female","yes","[5]","yes",1446,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","614",137,0,1,-1,0,-1,0,1,"white",42,"female","white",21,"female","yes","[5]","yes",3144,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","137",614,1,0,1,0,1,0,0,"white",21,"female","white",42,"female","yes","[5]","yes",3144,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","470",692,0,2,-2,-1,0,-1,0,"black",42,"female","latino",44,"male","yes","[5]","yes",2839,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","692",470,2,0,2,1,0,1,1,"latino",44,"male","black",42,"female","yes","[5]","yes",2839,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","614",224,0,3,-3,-1,-1,-1,0,"white",42,"female","latino",23,"male","yes","[5]","yes",1717,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","224",614,3,0,3,1,1,1,1,"latino",23,"male","white",42,"female","yes","[5]","yes",1717,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","137",470,1,0,1,0,1,0,0,"white",21,"female","black",42,"female","yes","[5]","yes",2710,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","470",137,0,1,-1,0,-1,0,0,"black",42,"female","white",21,"female","yes","[5]","yes",2710,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","220",224,3,3,0,0,0,0,0,"latino",23,"male","latino",23,"male","yes","[5]","yes",3093,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","224",220,3,3,0,0,0,0,0,"latino",23,"male","latino",23,"male","yes","[5]","yes",3093,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","24",470,2,0,2,1,1,0,1,"latino",24,"female","black",42,"female","yes","[5]","yes",2180,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","470",24,0,2,-2,-1,-1,0,0,"black",42,"female","latino",24,"female","yes","[5]","yes",2180,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","220",692,3,2,1,0,1,0,1,"latino",23,"male","latino",44,"male","yes","[5]","yes",3117,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","692",220,2,3,-1,0,-1,0,0,"latino",44,"male","latino",23,"male","yes","[5]","yes",3117,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","470",614,0,0,0,0,0,0,1,"black",42,"female","white",42,"female","yes","[5]","yes",2262,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","614",470,0,0,0,0,0,0,1,"white",42,"female","black",42,"female","yes","[5]","yes",2262,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","224",24,3,2,1,0,0,1,0,"latino",23,"male","latino",24,"female","yes","[5]","yes",3193,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","24",224,2,3,-1,0,0,-1,1,"latino",24,"female","latino",23,"male","yes","[5]","yes",3193,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","137",692,1,2,-1,-1,1,-1,0,"white",21,"female","latino",44,"male","yes","[5]","yes",4560,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","692",137,2,1,1,1,-1,1,1,"latino",44,"male","white",21,"female","yes","[5]","yes",4560,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","24",614,2,0,2,1,1,0,1,"latino",24,"female","white",42,"female","yes","[5]","yes",1665,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","614",24,0,2,-2,-1,-1,0,0,"white",42,"female","latino",24,"female","yes","[5]","yes",1665,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","692",123,2,2,0,1,-1,0,1,"latino",44,"male","black",23,"male","yes","[5]","yes",2590,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","123",692,2,2,0,-1,1,0,0,"black",23,"male","latino",44,"male","yes","[5]","yes",2590,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","220",24,3,2,1,0,0,1,1,"latino",23,"male","latino",24,"female","yes","[5]","yes",2727,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","24",220,2,3,-1,0,0,-1,1,"latino",24,"female","latino",23,"male","yes","[5]","yes",2727,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","123",614,2,0,2,0,1,1,1,"black",23,"male","white",42,"female","yes","[5]","yes",1645,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","614",123,0,2,-2,0,-1,-1,0,"white",42,"female","black",23,"male","yes","[5]","yes",1645,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","692",24,2,2,0,0,-1,1,0,"latino",44,"male","latino",24,"female","yes","[5]","yes",1996,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","24",692,2,2,0,0,1,-1,1,"latino",24,"female","latino",44,"male","yes","[5]","yes",1996,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","224",123,3,2,1,1,0,0,0,"latino",23,"male","black",23,"male","yes","[5]","yes",1746,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","123",224,2,3,-1,-1,0,0,1,"black",23,"male","latino",23,"male","yes","[5]","yes",1746,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","24",137,2,1,1,1,0,0,1,"latino",24,"female","white",21,"female","yes","[5]","yes",1974,0
"33","choice",0,"Casual","Hispanic/Latine/Latinx",21,"man","137",24,1,2,-1,-1,0,0,0,"white",21,"female","latino",24,"female","yes","[5]","yes",1974,0
"34","choice",0,"Casual","White",33,"man","731",369,3,1,2,1,1,0,0,"white",32,"male","south-asian",40,"male","yes","[6]","yes",5519,0
"34","choice",0,"Casual","White",33,"man","369",731,1,3,-2,-1,-1,0,1,"south-asian",40,"male","white",32,"male","yes","[6]","yes",5519,0
"34","choice",0,"Casual","White",33,"man","167",738,2,2,0,-1,1,0,0,"south-asian",33,"male","white",39,"male","yes","[6]","yes",3136,0
"34","choice",0,"Casual","White",33,"man","738",167,2,2,0,1,-1,0,1,"white",39,"male","south-asian",33,"male","yes","[6]","yes",3136,0
"34","choice",0,"Casual","White",33,"man","731",77,3,2,1,0,1,0,0,"white",32,"male","white",21,"male","yes","[6]","yes",7904,0
"34","choice",0,"Casual","White",33,"man","77",731,2,3,-1,0,-1,0,1,"white",21,"male","white",32,"male","yes","[6]","yes",7904,0
"34","choice",0,"Casual","White",33,"man","369",167,1,2,-1,0,-1,0,1,"south-asian",40,"male","south-asian",33,"male","yes","[6]","yes",1533,0
"34","choice",0,"Casual","White",33,"man","167",369,2,1,1,0,1,0,1,"south-asian",33,"male","south-asian",40,"male","yes","[6]","yes",1533,0
"34","choice",0,"Casual","White",33,"man","472",678,0,1,-1,0,0,-1,1,"black",46,"female","east-asian",23,"male","yes","[6]","yes",4553,0
"34","choice",0,"Casual","White",33,"man","678",472,1,0,1,0,0,1,0,"east-asian",23,"male","black",46,"female","yes","[6]","yes",4553,0
"34","choice",0,"Casual","White",33,"man","731",738,3,2,1,0,1,0,0,"white",32,"male","white",39,"male","yes","[6]","yes",1635,0
"34","choice",0,"Casual","White",33,"man","738",731,2,3,-1,0,-1,0,1,"white",39,"male","white",32,"male","yes","[6]","yes",1635,0
"34","choice",0,"Casual","White",33,"man","391",678,0,1,-1,0,0,-1,1,"east-asian",29,"female","east-asian",23,"male","yes","[6]","yes",3200,0
"34","choice",0,"Casual","White",33,"man","678",391,1,0,1,0,0,1,0,"east-asian",23,"male","east-asian",29,"female","yes","[6]","yes",3200,0
"34","choice",0,"Casual","White",33,"man","731",472,3,0,3,1,1,1,0,"white",32,"male","black",46,"female","yes","[6]","yes",1520,0
